ID;CLASS;EVENTS
20231;0;3 6 9 12 15 18 21 24 27 30 33 36 37 42 45 48 51 54 56 58 62 66 69 72 75 78 81 84 87 90 91 95 97 102 105 108 110 114 117 120 123 126
20232;0;2 4 9 12 15 18 19 24 27 30 33 36 39 42 45 48 51 54 56 60 63 66 69 72 74 78 81 84 87 90 93 96 99 102 105 108 109 112 116 120 123 126
20233;1;2 6 9 12 15 18 19 24 27 30 33 36 39 42 45 48 51 54 56 59 61 66 69 72 75 78 81 84 87 90 91 96 99 102 105 108 109 113 117 120 123 126
20234;2;1 5 7 11 15 18 19 24 27 30 33 36 38 42 45 48 51 54 56 58 63 66 69 72 75 78 81 84 87 90 93 96 99 102 105 108 111 114 117 120 123 126
20235;0;2 6 9 12 15 18 19 23 27 30 33 36 38 42 45 48 51 54 55 58 62 64 69 72 75 78 81 84 87 90 93 96 99 102 105 108 111 114 117 120 123 126
20236;0;1 4 8 11 15 18 20 24 27 30 33 36 38 42 45 48 51 54 55 60 63 66 69 72 75 78 81 84 87 90 93 96 99 102 105 108 109 114 117 120 123 126
20237;0;3 6 9 12 15 18 20 23 25 30 33 36 39 42 45 48 51 54 55 59 63 66 69 72 75 78 81 84 87 90 91 95 97 102 105 108 111 114 117 120 123 126
20238;1;1 6 9 12 15 18 20 23 25 30 33 36 37 41 45 48 51 54 57 60 63 66 69 72 75 78 81 84 87 90 91 96 99 102 105 108 110 114 117 120 123 126
20239;0;2 4 9 12 15 18 20 24 27 30 33 36 37 40 45 48 51 54 56 60 63 66 69 72 73 78 81 84 87 90 92 96 99 102 105 108 111 114 117 120 123 126
20240;0;1 6 9 12 15 18 21 24 27 30 33 36 37 41 45 48 51 54 57 60 63 66 69 72 74 78 81 84 87 90 92 95 97 102 105 108 109 114 117 120 123 126
20241;0;3 6 9 12 15 18 20 24 27 30 33 36 39 42 45 48 51 54 55 58 62 66 69 72 75 78 81 84 87 90 93 96 99 102 105 108 109 113 115 119 123 126
20242;1;3 6 9 12 15 18 21 24 27 30 33 36 37 41 45 48 51 54 56 59 63 66 69 72 75 78 81 84 87 90 91 94 98 100 105 108 111 114 117 120 123 126
20243;0;3 6 9 12 15 18 20 24 27 30 33 36 37 42 45 48 51 54 57 60 63 66 69 72 74 76 80 82 87 90 92 94 99 102 105 108 111 114 117 120 123 126
20244;0;3 6 9 12 15 18 20 22 26 29 33 36 39 42 45 48 51 54 55 58 62 66 69 72 75 78 81 84 87 90 91 96 99 102 105 108 111 114 117 120 123 126
20245;2;1 4 9 12 15 18 21 24 27 30 33 36 37 41 45 48 51 54 57 60 63 66 69 72 74 77 79 84 87 90 93 96 99 102 105 108 110 114 117 120 123 126
20246;1;2 4 9 12 15 18 19 23 27 30 33 36 38 42 45 48 51 54 55 59 63 66 69 72 75 78 81 84 87 90 91 96 99 102 105 108 111 114 117 120 123 126
20247;0;2 6 9 12 15 18 19 24 27 30 33 36 37 42 45 48 51 54 57 60 63 66 69 72 75 78 81 84 87 90 91 95 97 101 105 108 110 114 117 120 123 126
20248;0;3 6 9 12 15 18 19 24 27 30 33 36 38 40 44 48 51 54 55 60 63 66 69 72 73 78 81 84 87 90 92 96 99 102 105 108 110 114 117 120 123 126
20249;0;3 6 9 12 15 18 20 22 26 28 31 35 37 42 45 48 51 54 57 60 63 66 69 72 74 78 81 84 87 90 93 96 99 102 105 108 111 114 117 120 123 126
20250;1;2 6 9 12 15 18 19 23 25 28 33 36 37 41 45 48 51 54 57 60 63 66 69 72 74 78 81 84 87 90 93 96 99 102 105 108 111 114 117 120 123 126
20251;0;1 6 9 12 15 18 20 24 27 30 33 36 38 40 45 48 51 54 57 60 63 66 69 72 75 78 81 84 87 90 93 96 99 102 105 108 109 112 116 119 123 126
20252;0;1 5 8 12 15 18 20 22 25 30 33 36 37 42 45 48 51 54 57 60 63 66 69 72 75 78 81 84 87 90 93 96 99 102 105 108 110 114 117 120 123 126
20253;0;2 5 7 12 15 18 21 24 27 30 33 36 37 40 44 48 51 54 57 60 63 66 69 72 75 78 81 84 87 90 93 96 99 102 105 108 109 113 117 120 123 126
20254;1;3 6 9 12 15 18 21 24 27 30 33 36 37 40 44 48 51 54 56 59 63 66 69 72 75 78 81 84 87 90 91 96 99 102 105 108 110 112 117 120 123 126
20255;2;3 6 9 12 15 18 21 24 27 30 33 36 38 42 45 48 51 54 55 60 63 66 69 72 75 78 81 84 87 90 91 95 99 102 105 108 110 112 115 119 123 126
20256;0;2 6 9 12 15 18 21 24 27 30 33 36 38 40 45 48 51 54 55 58 62 64 69 72 75 78 81 84 87 90 93 96 99 102 105 108 110 114 117 120 123 126
20257;0;1 6 9 12 15 18 20 22 25 29 31 36 39 42 45 48 51 54 57 60 63 66 69 72 74 78 81 84 87 90 93 96 99 102 105 108 110 114 117 120 123 126
20258;1;3 6 9 12 15 18 21 24 27 30 33 36 37 40 44 48 51 54 56 58 62 65 69 72 75 78 81 84 87 90 91 96 99 102 105 108 111 114 117 120 123 126
20259;0;1 4 8 10 15 18 20 24 27 30 33 36 38 42 45 48 51 54 55 60 63 66 69 72 74 78 81 84 87 90 93 96 99 102 105 108 111 114 117 120 123 126
20260;0;1 6 9 12 15 18 20 24 27 30 33 36 37 40 45 48 51 54 55 59 63 66 69 72 74 78 81 84 87 90 92 96 99 102 105 108 111 114 117 120 123 126
20261;0;3 6 9 12 15 18 21 24 27 30 33 36 37 41 44 48 51 54 57 60 63 66 69 72 73 78 81 84 87 90 93 96 99 102 105 108 109 113 115 119 123 126
20262;1;3 6 9 12 15 18 19 24 27 30 33 36 37 40 44 47 51 54 56 60 63 66 69 72 74 78 81 84 87 90 91 96 99 102 105 108 111 114 117 120 123 126
20263;0;3 6 9 12 15 18 20 23 27 30 33 36 39 42 45 48 51 54 55 58 63 66 69 72 73 77 81 84 87 90 92 96 99 102 105 108 109 114 117 120 123 126
20264;0;3 6 9 12 15 18 21 24 27 30 33 36 37 41 45 48 51 54 57 60 63 66 69 72 75 78 81 84 87 90 92 94 98 100 104 108 109 114 117 120 123 126
20265;0;2 4 9 12 15 18 21 24 27 30 33 36 37 41 43 48 51 54 57 60 63 66 69 72 75 78 81 84 87 90 92 94 98 102 105 108 111 114 117 120 123 126
20266;2;3 6 9 12 15 18 20 24 27 30 33 36 37 40 44 48 51 54 56 58 63 66 69 72 75 78 81 84 87 90 93 96 99 102 105 108 110 112 117 120 123 126
20267;1;1 5 8 10 13 18 21 24 27 30 33 36 39 42 45 48 51 54 56 60 63 66 69 72 74 78 81 84 87 90 93 96 99 102 105 108 109 114 117 120 123 126
20268;0;2 4 9 12 15 18 20 23 27 30 33 36 37 40 45 48 51 54 57 60 63 66 69 72 75 78 81 84 87 90 92 96 99 102 105 108 109 114 117 120 123 126
20269;0;2 5 7 12 15 18 20 24 27 30 33 36 37 41 45 48 51 54 55 58 63 66 69 72 75 78 81 84 87 90 93 96 99 102 105 108 111 114 117 120 123 126
20270;1;3 6 9 12 15 18 19 23 27 30 33 36 38 40 45 48 51 54 57 60 63 66 69 72 75 78 81 84 87 90 91 96 99 102 105 108 110 113 115 120 123 126
20271;0;2 5 7 10 15 18 21 24 27 30 33 36 38 42 45 48 51 54 55 58 63 66 69 72 74 78 81 84 87 90 93 96 99 102 105 108 111 114 117 120 123 126
20272;0;3 6 9 12 15 18 21 24 27 30 33 36 37 40 44 48 51 54 56 60 63 66 69 72 73 77 79 84 87 90 93 96 99 102 105 108 110 114 117 120 123 126
20273;0;3 6 9 12 15 18 20 22 26 29 31 36 37 40 45 48 51 54 57 60 63 66 69 72 75 78 81 84 87 90 93 96 99 102 105 108 110 114 117 120 123 126
20274;1;3 6 9 12 15 18 20 22 26 30 33 36 37 42 45 48 51 54 57 60 63 66 69 72 75 78 81 84 87 90 92 96 99 102 105 108 109 113 115 120 123 126
20275;0;2 5 9 12 15 18 21 24 27 30 33 36 37 42 45 48 51 54 55 59 63 66 69 72 75 78 81 84 87 90 93 96 99 102 105 108 109 112 116 120 123 126
20276;2;1 6 9 12 15 18 19 23 26 30 33 36 38 40 45 48 51 54 57 60 63 66 69 72 75 78 81 84 87 90 93 96 99 102 105 108 109 113 117 120 123 126
20277;0;1 6 9 12 15 18 20 22 26 29 33 36 39 42 45 48 51 54 55 60 63 66 69 72 75 78 81 84 87 90 92 96 99 102 105 108 109 114 117 120 123 126
20278;0;3 6 9 12 15 18 20 23 25 28 32 36 39 42 45 48 51 54 55 59 63 66 69 72 73 78 81 84 87 90 93 96 99 102 105 108 111 114 117 120 123 126
20279;1;3 6 9 12 15 18 21 24 27 30 33 36 37 42 45 48 51 54 56 59 62 64 69 72 75 78 81 84 87 90 91 94 98 102 105 108 111 114 117 120 123 126
20280;0;2 6 9 12 15 18 20 22 25 30 33 36 37 41 45 48 51 54 55 59 63 66 69 72 75 78 81 84 87 90 93 96 99 102 105 108 111 114 117 120 123 126
20281;0;2 6 9 12 15 18 20 22 27 30 33 36 37 42 45 48 51 54 56 60 63 66 69 72 73 78 81 84 87 90 92 94 99 102 105 108 111 114 117 120 123 126
20282;1;3 6 9 12 15 18 20 23 27 30 33 36 37 40 44 48 51 54 57 60 63 66 69 72 75 78 81 84 87 90 92 94 99 102 105 108 109 114 117 120 123 126
20283;0;2 5 7 10 14 18 20 24 27 30 33 36 39 42 45 48 51 54 55 60 63 66 69 72 75 78 81 84 87 90 93 96 99 102 105 108 109 114 117 120 123 126
20284;0;1 6 9 12 15 18 21 24 27 30 33 36 39 42 45 48 51 54 57 60 63 66 69 72 74 76 80 84 87 90 92 94 98 100 105 108 111 114 117 120 123 126
20285;0;3 6 9 12 15 18 21 24 27 30 33 36 37 41 44 48 51 54 57 60 63 66 69 72 73 78 81 84 87 90 93 96 99 102 105 108 109 113 116 118 123 126
20286;1;1 4 7 11 15 18 20 22 27 30 33 36 39 42 45 48 51 54 56 59 63 66 69 72 75 78 81 84 87 90 93 96 99 102 105 108 111 114 117 120 123 126
20287;2;1 4 9 12 15 18 20 23 27 30 33 36 39 42 45 48 51 54 56 60 63 66 69 72 75 78 81 84 87 90 92 96 99 102 105 108 109 112 117 120 123 126
20288;0;2 5 9 12 15 18 19 22 27 30 33 36 37 42 45 48 51 54 57 60 63 66 69 72 75 78 81 84 87 90 91 95 99 102 105 108 110 114 117 120 123 126
20289;0;1 5 9 12 15 18 19 24 27 30 33 36 38 42 45 48 51 54 55 60 63 66 69 72 75 78 81 84 87 90 93 96 99 102 105 108 110 112 116 120 123 126
20290;0;3 6 9 12 15 18 19 22 25 29 32 36 39 42 45 48 51 54 55 60 63 66 69 72 74 78 81 84 87 90 92 96 99 102 105 108 111 114 117 120 123 126
20291;1;3 6 9 12 15 18 19 22 27 30 33 36 39 42 45 48 51 54 57 60 63 66 69 72 74 77 81 84 87 90 92 95 97 100 105 108 111 114 117 120 123 126
20292;0;2 4 7 11 13 17 20 24 27 30 33 36 39 42 45 48 51 54 55 60 63 66 69 72 75 78 81 84 87 90 93 96 99 102 105 108 111 114 117 120 123 126
20293;0;2 6 9 12 15 18 21 24 27 30 33 36 38 40 44 47 51 54 55 58 63 66 69 72 75 78 81 84 87 90 93 96 99 102 105 108 109 114 117 120 123 126
20294;1;3 6 9 12 15 18 21 24 27 30 33 36 37 41 44 48 51 54 57 60 63 66 69 72 75 78 81 84 87 90 91 94 99 102 105 108 109 113 116 120 123 126
20295;0;2 6 9 12 15 18 20 24 27 30 33 36 38 42 45 48 51 54 55 60 63 66 69 72 73 78 81 84 87 90 91 94 99 102 105 108 110 114 117 120 123 126
20296;0;1 6 9 12 15 18 21 24 27 30 33 36 38 40 45 48 51 54 57 60 63 66 69 72 75 78 81 84 87 90 92 94 98 100 104 108 111 114 117 120 123 126
20297;2;1 6 9 12 15 18 21 24 27 30 33 36 38 40 44 48 51 54 56 58 63 66 69 72 75 78 81 84 87 90 93 96 99 102 105 108 109 113 117 120 123 126
20298;0;3 6 9 12 15 18 20 24 27 30 33 36 37 40 45 48 51 54 57 60 63 66 69 72 74 76 80 84 87 90 93 96 99 102 105 108 109 113 117 120 123 126
20299;1;2 4 8 12 15 18 19 23 26 30 33 36 37 42 45 48 51 54 57 60 63 66 69 72 75 78 81 84 87 90 91 96 99 102 105 108 111 114 117 120 123 126
20300;0;3 6 9 12 15 18 20 24 27 30 33 36 37 40 45 48 51 54 56 60 63 66 69 72 75 78 81 84 87 90 91 95 98 100 105 108 111 114 117 120 123 126
20301;0;2 6 9 12 15 18 20 24 27 30 33 36 39 42 45 48 51 54 55 59 61 64 69 72 75 78 81 84 87 90 91 95 99 102 105 108 111 114 117 120 123 126
20302;0;1 4 9 12 15 18 19 23 25 30 33 36 39 42 45 48 51 54 57 60 63 66 69 72 74 78 81 84 87 90 92 95 99 102 105 108 111 114 117 120 123 126
20303;1;2 6 9 12 15 18 21 24 27 30 33 36 37 41 45 48 51 54 56 59 61 66 69 72 73 78 81 84 87 90 93 96 99 102 105 108 109 114 117 120 123 126
20304;0;3 6 9 12 15 18 19 23 26 28 31 36 38 42 45 48 51 54 55 60 63 66 69 72 74 78 81 84 87 90 93 96 99 102 105 108 111 114 117 120 123 126
20305;0;2 4 9 12 15 18 20 24 27 30 33 36 37 42 45 48 51 54 56 58 63 66 69 72 74 78 81 84 87 90 93 96 99 102 105 108 109 114 117 120 123 126
20306;1;1 4 8 11 15 18 21 24 27 30 33 36 38 42 45 48 51 54 57 60 63 66 69 72 74 78 81 84 87 90 93 96 99 102 105 108 109 112 117 120 123 126
20307;2;2 4 7 12 15 18 19 23 26 30 33 36 37 41 45 48 51 54 57 60 63 66 69 72 75 78 81 84 87 90 93 96 99 102 105 108 111 114 117 120 123 126
20308;0;3 6 9 12 15 18 19 24 27 30 33 36 38 42 45 48 51 54 57 60 63 66 69 72 74 78 81 84 87 90 93 96 99 102 105 108 109 113 115 118 122 126
20309;0;3 6 9 12 15 18 20 22 25 30 33 36 37 42 45 48 51 54 57 60 63 66 69 72 74 77 81 84 87 90 92 94 99 102 105 108 111 114 117 120 123 126
20310;0;2 5 9 12 15 18 21 24 27 30 33 36 39 42 45 48 51 54 55 58 62 66 69 72 73 76 80 84 87 90 93 96 99 102 105 108 111 114 117 120 123 126
20311;1;3 6 9 12 15 18 19 22 27 30 33 36 38 40 44 47 49 53 57 60 63 66 69 72 75 78 81 84 87 90 93 96 99 102 105 108 111 114 117 120 123 126
20312;0;3 6 9 12 15 18 19 24 27 30 33 36 39 42 45 48 51 54 55 59 63 66 69 72 74 76 79 84 87 90 93 96 99 102 105 108 110 113 117 120 123 126
20313;0;2 6 9 12 15 18 19 24 27 30 33 36 38 41 43 47 51 54 55 60 63 66 69 72 75 78 81 84 87 90 93 96 99 102 105 108 109 114 117 120 123 126
20314;0;1 4 7 11 14 18 21 24 27 30 33 36 38 42 45 48 51 54 57 60 63 66 69 72 74 76 81 84 87 90 93 96 99 102 105 108 111 114 117 120 123 126
20315;1;2 6 9 12 15 18 19 23 25 28 33 36 37 42 45 48 51 54 56 59 63 66 69 72 75 78 81 84 87 90 93 96 99 102 105 108 111 114 117 120 123 126
20316;0;3 6 9 12 15 18 21 24 27 30 33 36 37 41 45 48 51 54 57 60 63 66 69 72 74 76 80 82 85 89 93 96 99 102 105 108 111 114 117 120 123 126
20317;0;1 5 9 12 15 18 19 23 27 30 33 36 39 42 45 48 51 54 57 60 63 66 69 72 74 78 81 84 87 90 92 94 97 102 105 108 111 114 117 120 123 126
20318;2;2 6 9 12 15 18 19 23 25 29 33 36 39 42 45 48 51 54 57 60 63 66 69 72 75 78 81 84 87 90 93 96 99 102 105 108 109 112 116 120 123 126
20319;1;1 6 9 12 15 18 19 24 27 30 33 36 39 42 45 48 51 54 56 59 61 66 69 72 75 78 81 84 87 90 92 96 99 102 105 108 109 113 117 120 123 126
20320;0;3 6 9 12 15 18 20 24 27 30 33 36 37 42 45 48 51 54 57 60 63 66 69 72 75 78 81 84 87 90 91 94 98 102 105 108 110 112 116 120 123 126
20321;0;2 6 9 12 15 18 20 24 27 30 33 36 39 42 45 48 51 54 55 58 62 64 69 72 75 78 81 84 87 90 93 96 99 102 105 108 109 113 117 120 123 126
20322;0;2 6 9 12 15 18 19 22 27 30 33 36 38 42 45 48 51 54 56 58 63 66 69 72 75 78 81 84 87 90 93 96 99 102 105 108 109 113 117 120 123 126
20323;1;1 6 9 12 15 18 20 22 27 30 33 36 39 42 45 48 51 54 56 59 63 66 69 72 75 78 81 84 87 90 93 96 99 102 105 108 110 112 115 120 123 126
20324;0;3 6 9 12 15 18 19 23 26 30 33 36 37 41 45 48 51 54 57 60 63 66 69 72 74 76 79 84 87 90 93 96 99 102 105 108 111 114 117 120 123 126
20325;0;1 6 9 12 15 18 20 22 26 29 33 36 37 40 45 48 51 54 57 60 63 66 69 72 74 78 81 84 87 90 93 96 99 102 105 108 111 114 117 120 123 126
20326;0;2 5 9 12 15 18 19 22 27 30 33 36 38 41 43 48 51 54 55 60 63 66 69 72 75 78 81 84 87 90 93 96 99 102 105 108 111 114 117 120 123 126
20327;1;1 6 9 12 15 18 19 22 26 29 33 36 39 42 45 48 51 54 56 58 63 66 69 72 74 78 81 84 87 90 93 96 99 102 105 108 111 114 117 120 123 126
20328;2;2 4 9 12 15 18 21 24 27 30 33 36 37 42 45 48 51 54 56 60 63 66 69 72 75 78 81 84 87 90 91 94 98 101 105 108 111 114 117 120 123 126
20329;0;1 5 9 12 15 18 21 24 27 30 33 36 38 40 45 48 51 54 57 60 63 66 69 72 74 76 81 84 87 90 93 96 99 102 105 108 109 113 117 120 123 126
20330;0;3 6 9 12 15 18 19 22 25 29 33 36 38 42 45 48 51 54 57 60 63 66 69 72 75 78 81 84 87 90 93 96 99 102 105 108 110 112 116 120 123 126
20331;1;3 6 9 12 15 18 20 24 27 30 33 36 37 41 44 47 49 54 57 60 63 66 69 72 75 78 81 84 87 90 91 94 99 102 105 108 111 114 117 120 123 126
20332;0;2 6 9 12 15 18 21 24 27 30 33 36 37 40 45 48 51 54 57 60 63 66 69 72 74 78 81 84 87 90 91 96 99 102 105 108 110 113 115 120 123 126
20333;0;3 6 9 12 15 18 21 24 27 30 33 36 37 41 44 48 51 54 57 60 63 66 69 72 74 76 81 84 87 90 91 96 99 102 105 108 109 113 117 120 123 126
20334;0;1 4 8 11 13 17 20 22 27 30 33 36 39 42 45 48 51 54 57 60 63 66 69 72 75 78 81 84 87 90 93 96 99 102 105 108 111 114 117 120 123 126
20335;1;2 6 9 12 15 18 19 24 27 30 33 36 37 42 45 48 51 54 56 59 63 66 69 72 75 78 81 84 87 90 92 96 99 102 105 108 109 112 117 120 123 126
20336;0;2 6 9 12 15 18 21 24 27 30 33 36 37 41 43 47 51 54 57 60 63 66 69 72 75 78 81 84 87 90 91 96 99 102 105 108 110 112 117 120 123 126
20337;0;2 6 9 12 15 18 19 22 26 28 33 36 38 40 45 48 51 54 57 60 63 66 69 72 75 78 81 84 87 90 92 96 99 102 105 108 111 114 117 120 123 126
20338;0;2 4 9 12 15 18 19 22 27 30 33 36 38 42 45 48 51 54 56 60 63 66 69 72 75 78 81 84 87 90 93 96 99 102 105 108 109 113 117 120 123 126
20339;2;1 4 9 12 15 18 19 24 27 30 33 36 38 40 45 48 51 54 57 60 63 66 69 72 75 78 81 84 87 90 92 95 99 102 105 108 110 114 117 120 123 126
20340;1;2 4 9 12 15 18 21 24 27 30 33 36 37 41 45 48 51 54 57 60 63 66 69 72 74 77 79 84 87 90 91 96 99 102 105 108 111 114 117 120 123 126
20341;0;2 6 9 12 15 18 21 24 27 30 33 36 38 40 43 48 51 54 55 60 63 66 69 72 74 78 81 84 87 90 92 94 99 102 105 108 111 114 117 120 123 126
20342;0;3 6 9 12 15 18 20 24 27 30 33 36 37 40 45 48 51 54 57 60 63 66 69 72 74 78 81 84 87 90 92 96 99 102 105 108 109 113 115 120 123 126
20343;1;3 6 9 12 15 18 19 24 27 30 33 36 37 40 44 47 51 54 56 60 63 66 69 72 75 78 81 84 87 90 92 94 99 102 105 108 111 114 117 120 123 126
20344;0;1 6 9 12 15 18 19 23 25 28 32 36 38 42 45 48 51 54 57 60 63 66 69 72 74 78 81 84 87 90 93 96 99 102 105 108 111 114 117 120 123 126
20345;0;3 6 9 12 15 18 20 22 26 28 33 36 37 40 45 48 51 54 56 60 63 66 69 72 75 78 81 84 87 90 92 96 99 102 105 108 111 114 117 120 123 126
20346;0;1 4 9 12 15 18 20 22 25 30 33 36 38 41 45 48 51 54 57 60 63 66 69 72 75 78 81 84 87 90 92 96 99 102 105 108 111 114 117 120 123 126
20347;1;3 6 9 12 15 18 19 22 27 30 33 36 38 42 45 48 51 54 57 60 63 66 69 72 74 78 81 84 87 90 91 95 97 102 105 108 110 114 117 120 123 126
20348;0;2 4 9 12 15 18 20 22 27 30 33 36 37 41 44 48 51 54 55 60 63 66 69 72 75 78 81 84 87 90 93 96 99 102 105 108 111 114 117 120 123 126
20349;2;1 4 7 11 14 18 21 24 27 30 33 36 38 42 45 48 51 54 56 60 63 66 69 72 73 78 81 84 87 90 93 96 99 102 105 108 111 114 117 120 123 126
20350;0;3 6 9 12 15 18 21 24 27 30 33 36 37 40 44 48 51 54 56 58 63 66 69 72 75 78 81 84 87 90 91 95 98 102 105 108 111 114 117 120 123 126
20351;0;2 6 9 12 15 18 21 24 27 30 33 36 38 42 45 48 51 54 55 58 63 66 69 72 73 76 80 84 87 90 92 96 99 102 105 108 111 114 117 120 123 126
20352;1;1 6 9 12 15 18 21 24 27 30 33 36 37 40 44 47 49 54 56 59 63 66 69 72 75 78 81 84 87 90 93 96 99 102 105 108 111 114 117 120 123 126
20353;0;3 6 9 12 15 18 20 22 27 30 33 36 37 41 45 48 51 54 56 60 63 66 69 72 74 76 81 84 87 90 93 96 99 102 105 108 109 114 117 120 123 126
20354;0;3 6 9 12 15 18 20 23 27 30 33 36 37 41 43 46 51 54 57 60 63 66 69 72 75 78 81 84 87 90 91 96 99 102 105 108 110 114 117 120 123 126
20355;1;3 6 9 12 15 18 21 24 27 30 33 36 37 41 45 48 51 54 57 60 63 66 69 72 74 77 81 84 87 90 91 95 97 100 105 108 111 114 117 120 123 126
20356;0;3 6 9 12 15 18 20 22 25 30 33 36 37 42 45 48 51 54 57 60 63 66 69 72 75 78 81 84 87 90 92 96 99 102 105 108 110 113 115 120 123 126
20357;0;2 5 9 12 15 18 20 24 27 30 33 36 37 42 45 48 51 54 57 60 63 66 69 72 75 78 81 84 87 90 92 94 97 102 105 108 109 114 117 120 123 126
20358;0;3 6 9 12 15 18 20 24 27 30 33 36 37 42 45 48 51 54 57 60 63 66 69 72 74 78 81 84 87 90 92 94 98 100 105 108 109 114 117 120 123 126
20359;1;1 4 7 11 13 18 21 24 27 30 33 36 38 42 45 48 51 54 56 59 63 66 69 72 75 78 81 84 87 90 93 96 99 102 105 108 111 114 117 120 123 126
20360;2;3 6 9 12 15 18 20 24 27 30 33 36 37 40 44 46 51 54 55 59 63 66 69 72 75 78 81 84 87 90 93 96 99 102 105 108 110 114 117 120 123 126
20361;0;1 5 7 11 15 18 21 24 27 30 33 36 39 42 45 48 51 54 57 60 63 66 69 72 74 76 79 83 87 90 93 96 99 102 105 108 111 114 117 120 123 126
20362;0;2 6 9 12 15 18 19 24 27 30 33 36 38 42 45 48 51 54 55 60 63 66 69 72 75 78 81 84 87 90 91 96 99 102 105 108 110 112 116 120 123 126
20363;0;3 6 9 12 15 18 20 22 25 29 32 36 39 42 45 48 51 54 55 60 63 66 69 72 75 78 81 84 87 90 93 96 99 102 105 108 110 112 117 120 123 126
20364;1;2 6 9 12 15 18 19 22 26 30 33 36 39 42 45 48 51 54 57 60 63 66 69 72 74 78 81 84 87 90 93 96 99 102 105 108 109 113 115 120 123 126
20365;0;3 6 9 12 15 18 20 22 27 30 33 36 37 41 44 48 51 54 55 58 63 66 69 72 75 78 81 84 87 90 93 96 99 102 105 108 110 114 117 120 123 126
20366;0;1 5 8 11 13 18 19 24 27 30 33 36 39 42 45 48 51 54 57 60 63 66 69 72 74 78 81 84 87 90 91 96 99 102 105 108 111 114 117 120 123 126
20367;1;1 5 9 12 15 18 21 24 27 30 33 36 39 42 45 48 51 54 55 59 61 65 68 72 75 78 81 84 87 90 93 96 99 102 105 108 109 114 117 120 123 126
20368;0;1 5 8 10 13 18 21 24 27 30 33 36 38 42 45 48 51 54 55 60 63 66 69 72 75 78 81 84 87 90 93 96 99 102 105 108 110 114 117 120 123 126
20369;0;2 6 9 12 15 18 20 24 27 30 33 36 37 40 44 48 51 54 56 60 63 66 69 72 75 78 81 84 87 90 91 94 99 102 105 108 111 114 117 120 123 126
20370;2;3 6 9 12 15 18 19 23 27 30 33 36 38 40 45 48 51 54 55 60 63 66 69 72 73 77 81 84 87 90 93 96 99 102 105 108 110 114 117 120 123 126
20371;0;2 5 9 12 15 18 21 24 27 30 33 36 37 40 44 48 51 54 57 60 63 66 69 72 75 78 81 84 87 90 93 96 99 102 105 108 109 113 115 120 123 126
20372;1;2 4 7 12 15 18 20 22 26 30 33 36 37 41 45 48 51 54 57 60 63 66 69 72 75 78 81 84 87 90 93 96 99 102 105 108 111 114 117 120 123 126
20373;0;1 5 7 10 15 18 20 24 27 30 33 36 38 42 45 48 51 54 57 60 63 66 69 72 75 78 81 84 87 90 93 96 99 102 105 108 109 113 117 120 123 126
20374;0;3 6 9 12 15 18 21 24 27 30 33 36 38 41 43 46 50 54 55 60 63 66 69 72 75 78 81 84 87 90 91 96 99 102 105 108 110 114 117 120 123 126
20375;0;1 5 9 12 15 18 21 24 27 30 33 36 37 40 44 48 51 54 57 60 63 66 69 72 75 78 81 84 87 90 93 96 99 102 105 108 110 113 115 120 123 126
20376;1;1 5 9 12 15 18 19 23 25 29 33 36 39 42 45 48 51 54 56 60 63 66 69 72 75 78 81 84 87 90 93 96 99 102 105 108 109 114 117 120 123 126
20377;0;2 5 9 12 15 18 20 22 27 30 33 36 37 42 45 48 51 54 56 60 63 66 69 72 73 78 81 84 87 90 93 96 99 102 105 108 109 114 117 120 123 126
20378;0;2 5 9 12 15 18 21 24 27 30 33 36 37 41 43 47 49 54 55 60 63 66 69 72 75 78 81 84 87 90 93 96 99 102 105 108 111 114 117 120 123 126
20379;1;2 6 9 12 15 18 19 23 27 30 33 36 38 42 45 48 51 54 57 60 63 66 69 72 75 78 81 84 87 90 92 94 99 102 105 108 109 112 117 120 123 126
20380;0;1 5 7 12 15 18 21 24 27 30 33 36 39 42 45 48 51 54 57 60 63 66 69 72 75 78 81 84 87 90 92 94 97 102 105 108 110 113 117 120 123 126
20381;2;1 4 9 12 15 18 21 24 27 30 33 36 37 41 45 48 51 54 56 60 63 66 69 72 75 78 81 84 87 90 91 96 99 102 105 108 110 113 117 120 123 126
20382;0;2 5 9 12 15 18 19 22 27 30 33 36 38 42 45 48 51 54 57 60 63 66 69 72 75 78 81 84 87 90 93 96 99 102 105 108 110 112 115 120 123 126
20383;0;2 6 9 12 15 18 21 24 27 30 33 36 37 42 45 48 51 54 55 59 63 66 69 72 74 78 81 84 87 90 91 96 99 102 105 108 110 112 117 120 123 126
20384;1;1 5 9 12 15 18 19 23 25 30 33 36 39 42 45 48 51 54 56 60 63 66 69 72 74 76 81 84 87 90 93 96 99 102 105 108 111 114 117 120 123 126
20385;0;1 6 9 12 15 18 21 24 27 30 33 36 37 41 45 48 51 54 57 60 63 66 69 72 75 78 81 84 87 90 91 96 99 102 105 108 110 113 115 119 123 126
20386;0;3 6 9 12 15 18 20 22 27 30 33 36 37 41 45 48 51 54 56 58 63 66 69 72 75 78 81 84 87 90 92 96 99 102 105 108 109 114 117 120 123 126
20387;0;3 6 9 12 15 18 20 24 27 30 33 36 37 40 45 48 51 54 56 60 63 66 69 72 75 78 81 84 87 90 92 94 97 101 105 108 111 114 117 120 123 126
